2018/09/28 11050.09 11073.95 10966.96 11006.34 137276 
2018/10/01 11014.19 11062.43 11012.95 11051.8 93054 
2018/10/02 11048.89 11064.34 10906.42 10919.63 106236 
2018/10/03 10918.74 10926.73 10839.46 10863.94 99212 
2018/10/04 10826.19 10826.19 10707.76 10718.91 110083 
2018/10/05 10665.29 10669.63 10446.94 10517.12 149087 
2018/10/08 10467.85 10507.83 10403.13 10455.93 125169 
2018/10/09 10464.39 10503.1 10428.97 10466.83 120910 
2018/10/11 10272.04 10272.04 9797.93 9806.11 209449 
2018/10/12 9811.58 10046.01 9740.76 10045.81 148226 
2018/10/15 9989.63 9989.63 9890.47 9901.12 118262 
2018/10/16 9891.97 10011.19 9888.73 9981.1 107417 
2018/10/17 10048.43 10127.01 9978.25 9979.14 115453 
2018/10/18 9975.46 10019.5 9919.79 9953.73 97721 
2018/10/19 9879.47 9919.26 9762.91 9919.26 126617 
2018/10/22 9871.3 9984.15 9822.15 9974.28 100987 
2018/10/23 9912.28 9912.28 9775.2 9775.2 101539 
2018/10/24 9774.29 9809.19 9667.85 9759.4 123474 
2018/10/25 9622.95 9622.95 9475.61 9520.79 131455 
2018/10/26 9570.19 9629.07 9400.69 9489.18 128401 
2018/10/29 9515.43 9554.35 9459.12 9516.32 105446 
2018/10/30 9508.81 9574.83 9481.66 9526.11 100108 
2018/10/31 9588.86 9802.13 9588.86 9802.13 128997 
2018/11/01 9812.2 9869.59 9742.61 9844.74 127735 
2018/11/02 9871.4 9906.59 9817.29 9906.59 152512 
2018/11/05 9856.85 9889.81 9786.25 9889.81 103085 
2018/11/06 9888.41 9899.97 9782.86 9824.95 117120 
2018/11/07 9818.15 9912.53 9817.95 9908.35 116549 
2018/11/08 9958.47 10014.42 9938.55 9945.31 120542 
2018/11/09 9921.78 9921.78 9798.45 9830.01 102758 
2018/11/12 9806.8 9875.84 9764.46 9831.21 90578 
2018/11/13 9727.17 9777.35 9616.16 9775.84 112093 
2018/11/14 9799.69 9823.25 9763.89 9791.88 102051 
2018/11/15 9806.58 9844.39 9755.12 9826.46 96459 
2018/11/16 9819.05 9851.29 9770.87 9797.09 116501 
2018/11/19 9795.47 9836.02 9779.4 9828.69 91853 
2018/11/20 9788.95 9800.03 9726.8 9743.99 92339 
2018/11/21 9698.52 9753.69 9632.47 9741.52 101349 
2018/11/22 9769.33 9792.99 9702.77 9714.71 99429 
2018/11/23 9730.64 9738.8 9654.91 9667.3 76889 
2018/11/26 9679.98 9847.35 9679.98 9765.36 88525 
2018/11/27 9728.95 9781.4 9688.74 9778.62 99719 
2018/11/28 9774.03 9890.89 9767.14 9884.31 127073 
2018/11/29 9959.87 10001.85 9885.36 9885.36 143133 
2018/11/30 9899.24 9957.63 9888.03 9888.03 168082 
2018/12/03 9979.21 10148.75 9979.21 10137.87 167093 
2018/12/04 10120.43 10126.02 10061.7 10083.54 143763 
2018/12/05 9971.98 9971.98 9895.29 9916.74 113917 
2018/12/06 9850.08 9850.08 9664.75 9684.72 143093 
2018/12/07 9719.46 9785.2 9719.46 9760.88 96389 
2018/12/10 9722.97 9722.97 9626.47 9647.54 98253 
2018/12/11 9661.72 9720.96 9661.72 9707.04 92168 
2018/12/12 9741.45 9835.56 9741.45 9816.45 96542 
2018/12/13 9827.32 9871.96 9815.5 9858.76 112211 
2018/12/14 9818.95 9818.95 9718.94 9774.16 95753 
2018/12/17 9762.49 9826.88 9733.98 9787.53 78109 
2018/12/18 9756.46 9756.67 9701.1 9718.82 94508 
2018/12/19 9720.92 9783.21 9720.92 9783.21 88643 
2018/12/20 9729.29 9741.55 9658.5 9674.52 93873 
2018/12/21 9648.98 9683.95 9585.32 9676.67 110578 
2018/12/22 9639.24 9652.19 9625.31 9646.16 38498 
2018/12/24 9646.53 9658.95 9613.29 9639.7 68327 
2018/12/25 9559.7 9559.7 9479.06 9527.09 73236 
2018/12/26 9544.87 9591.91 9473.3 9478.99 68997 
2018/12/27 9555.01 9670.97 9555.01 9641.56 81503 
2018/12/28 9649.97 9727.41 9630.77 9727.41 74033 
2019/01/02 9725.27 9737.68 9542.52 9554.14 72331 
2019/01/03 9494.25 9554.53 9474.47 9492.42 89857 
2019/01/04 9427.24 9427.24 9319.28 9382.51 106187 
2019/01/07 9460.2 9596.35 9460.2 9590.3 92057 
2019/01/08 9591.56 9600.94 9547.63 9563.6 77313 
2019/01/09 9584.63 9741.64 9584.63 9738.31 126145 
2019/01/10 9731.11 9731.11 9683.2 9720.69 87641 
2019/01/11 9753.63 9796.98 9736 9759.4 94030 
2019/01/14 9737.67 9762.37 9677.49 9708.22 71640 
2019/01/15 9701.93 9803.66 9701.93 9806.04 98071 
2019/01/16 9781.35 9803.99 9763.81 9763.81 94928 
2019/01/17 9773.31 9826.25 9759.51 9789.15 91046 
2019/01/18 9781.39 9842.8 9771.15 9836.06 96032 
2019/01/21 9870.27 9919.94 9870.27 9889.4 92007 
2019/01/22 9880.54 9894.66 9855.47 9894.66 77311 
2019/01/23 9869.54 9873.39 9828.03 9846.4 65392 
2019/01/24 9865 9892.82 9847.32 9877.12 83285 
2019/01/25 9923.39 9980.08 9918.21 9969.61 111960 
2019/01/28 10006.46 10020.6 9990.07 10013.33 92790 
2019/01/29 9944.71 9952.34 9893.96 9931.59 88198 
2019/01/30 9915.97 9959.03 9909.81 9932.26 99366 
2019/02/11 10029.84 10065.52 9988.83 10004.25 132188 
2019/02/12 10032.08 10100.23 10032.08 10097.74 123237 
2019/02/13 10123.61 10140.98 10074.34 10090.58 138600 
2019/02/14 10095.99 10135.62 10082 10089.01 112273 
2019/02/15 10111.18 10135.16 10055.5 10064.78 112770 
2019/02/18 10096.94 10165.77 10096.94 10145.28 102946 
2019/02/19 10152.11 10173.47 10143.15 10152.26 101568 
2019/02/20 10181.94 10272.46 10181.94 10272.46 132272 
2019/02/21 10282.32 10319.53 10256.53 10319.53 124139 
2019/02/22 10309.02 10322.92 10269.95 10322.92 116690 
2019/02/25 10343.45 10390.93 10343.45 10390.93 133872 
2019/02/26 10403.03 10416.91 10368.86 10391.55 139599 
2019/02/27 10385.81 10403.05 10343.56 10389.17 133501 
2019/03/04 10385.25 10402.39 10313.18 10349.88 137570 
2019/03/05 10323.25 10334.34 10295.44 10305.26 104379 
2019/03/06 10328.18 10359.12 10327.9 10357.15 99868 
2019/03/07 10359.47 10367.98 10299.46 10311.68 107892 
2019/03/08 10274.28 10274.28 10204.21 10241.75 104854 
2019/03/11 10224.27 10269.3 10214.02 10250.28 90908 
2019/03/12 10294.37 10382.12 10294.37 10343.33 110095 
2019/03/13 10331.27 10373.32 10331.27 10373.32 94624 
2019/03/14 10391.3 10407.27 10339.64 10348.65 114085 
2019/03/15 10374.66 10439.24 10370 10439.24 153318 
2019/03/18 10455.19 10512.7 10445.74 10512.7 116102 
2019/03/19 10497.4 10525.6 10484.69 10512.32 114940 
2019/03/20 10529.3 10556.81 10506.96 10551.56 118934 
2019/03/21 10563.93 10612.34 10551.67 10609.55 111376 
2019/03/22 10642.57 10667.94 10589.47 10639.07 130710 
2019/03/25 10535.12 10535.12 10458.79 10479.48 107998 
2019/03/26 10506.68 10559.2 10506.68 10559.2 103102 
2019/03/27 10542.68 10556.75 10515.86 10542.7 103364 
2019/03/28 10529.02 10536.26 10499.29 10536.26 88905 
2019/03/29 10551.99 10641.04 10525.27 10641.04 121401 
2019/04/01 10714.68 10734.76 10627.01 10642.63 153345 
2019/04/02 10695.47 10728.38 10685.1 10690.3 133668 
2019/04/03 10725.17 10741.56 10690.23 10704.38 116310 
2019/04/08 10759.96 10807.05 10759.96 10800.57 155952 
2019/04/09 10805.39 10851.6 10793.77 10851.6 138536 
2019/04/10 10839.93 10875.65 10815.61 10868.14 128774 
2019/04/11 10869.24 10887.12 10797.76 10808.77 137764 
2019/04/12 10820.94 10836.44 10782.02 10805.3 119610 
2019/04/15 10849.84 10897.21 10849.84 10875.6 119021 
2019/04/16 10905.63 10927.85 10876.34 10927.85 131120 
2019/04/17 10961.61 11016.92 10961.61 10997.26 167070 
2019/04/18 11038.24 11077.99 10926.85 10962.02 169676 
2019/04/19 11017.69 11045.08 10950.43 10968.5 126870 
2019/04/22 10994.52 11027.49 10974.82 10987.71 111534 
2019/04/23 10994.28 11025.68 10949.3 11025.68 111251 
2019/04/24 11054.02 11070.85 10995.83 11027.64 120929 
2019/04/25 11017.73 11046.77 11006.68 11039.86 113169 
2019/04/26 10986.53 10986.53 10906.44 10952.47 113792 
2019/04/29 10952.91 10992.55 10905.78 10939.06 119393 
2019/04/30 10945.94 10978.1 10910.78 10967.73 103656 
2019/05/02 10992.76 11046.64 10988.7 11004.49 101410 
2019/05/03 11037.99 11097 11018.86 11096.3 114682 
2019/05/06 11005.36 11005.36 10870.4 10897.12 138184 
2019/05/07 10913.95 11004.76 10913.95 10987.14 111886 
2019/05/08 10938.47 10946.82 10867.06 10923.71 109612 
2019/05/09 10910.47 10910.47 10732.97 10733.67 140811 
2019/05/10 10751.55 10834.69 10669.48 10712.99 124807 
2019/05/13 10684.04 10693.44 10552.09 10558.29 113738 
2019/05/14 10480.21 10544.97 10363.02 10519.25 139631 
2019/05/15 10535.24 10612.5 10535.24 10560.71 114123 
2019/05/16 10556.58 10573.93 10474.61 10474.61 113620 
2019/05/17 10508.56 10564.97 10384.11 10384.11 131265 
2019/05/20 10405.36 10465.84 10385.18 10398.41 106192 
2019/05/21 10362.35 10477.2 10342.32 10464.5 128369 
2019/05/22 10481.1 10520.62 10453.5 10457.22 95046 
2019/05/23 10404 10404 10289.69 10308.37 118008 
2019/05/24 10313.15 10370.97 10308.59 10328.28 101724 
2019/05/27 10344.18 10365.44 10305.28 10334.13 92056 
2019/05/28 10348.58 10361.61 10312.31 10312.31 152630 
2019/05/29 10277.35 10307.75 10227.44 10301.78 93549 
2019/05/30 10307.12 10384.36 10306.03 10382.99 95925 
2019/05/31 10386.12 10515.1 10369.02 10498.49 124057 
2019/06/03 10482.45 10511.2 10383.51 10500.07 95838 
2019/06/04 10499.51 10518.33 10421.81 10429.12 88930 
2019/06/05 10497.5 10541.29 10446.51 10461.62 96883 
2019/06/06 10409.9 10429.33 10371.08 10409.2 98131 
2019/06/10 10486.23 10566.47 10466.24 10566.47 107208 
2019/06/11 10567.54 10637.9 10548.06 10607.76 122193 
2019/06/12 10605.75 10630.69 10566.37 10615.66 101116 
2019/06/13 10582.19 10617.06 10539.49 10561.01 95847 
2019/06/14 10546.42 10568.92 10517.82 10524.67 84219 
2019/06/17 10488.7 10562.97 10474.19 10530.54 88004 
2019/06/18 10547.15 10573.77 10521.7 10566.74 80305 
2019/06/19 10650.48 10778.64 10650.48 10775.34 141124 
2019/06/20 10749.41 10799.14 10745.25 10785.01 126788 
2019/06/21 10817.71 10840.29 10773.47 10803.77 148881 
2019/06/24 10734.25 10786.33 10695.49 10779.45 96850 
2019/06/25 10777.18 10787.62 10693.04 10706.72 99907 
2019/06/26 10661.39 10690.98 10645.37 10652.55 85565 
2019/06/27 10674.2 10800.29 10674.2 10773.9 124603 
2019/06/28 10786.66 10788.08 10719.08 10730.83 89585 
2019/07/01 10821.3 10914.85 10821.3 10895.46 145213 
2019/07/02 10878.01 10888.21 10843.64 10865.12 118911 
2019/07/03 10793.1 10812.65 10720.66 10743.77 112004 
2019/07/04 10755.87 10791.28 10750.9 10775.9 97217 
2019/07/05 10785.85 10812.38 10756.67 10785.73 85169 
2019/07/08 10742.81 10781.11 10708.92 10751.22 95508 
2019/07/09 10729.83 10733.57 10680.85 10702.78 93646 
2019/07/10 10723.23 10810.16 10723.23 10798.48 103286 
2019/07/11 10817.6 10856.51 10799.65 10843.42 130380 
2019/07/12 10855.16 10867.59 10823.89 10824.35 120945 
2019/07/15 10819.92 10880.56 10769.57 10876.43 117647 
2019/07/16 10865 10899.84 10865 10886.05 117416 
2019/07/17 10861.11 10861.11 10804.34 10828.48 113164 
2019/07/18 10821.92 10835.43 10792.27 10799.28 104950 
2019/07/19 10861.99 10919.96 10861.99 10873.19 122917 
2019/07/22 10910.5 10949.76 10909.15 10944.53 117662 
2019/07/23 10963.86 10994.44 10932.53 10947.26 126648 
2019/07/24 10969.74 10976.46 10912.92 10935.76 132254 
2019/07/25 10892.25 10945.92 10879.4 10941.41 133173 
2019/07/26 10898.25 10907.44 10879.24 10891.98 111168 
2019/07/29 10872.63 10905.74 10863.33 10885.73 104444 
2019/07/30 10909.98 10927.16 10827.74 10830.9 130424 
2019/07/31 10824.15 10835.8 10754.07 10823.81 128561 
2019/08/01 10773.06 10773.25 10714.73 10731.75 129925 
2019/08/02 10641.28 10641.28 10524.68 10549.04 158467 
2019/08/05 10528.87 10542.49 10418.25 10423.41 128506 
2019/08/06 10304.88 10425.6 10180.04 10394.75 145268 
2019/08/07 10422.89 10461.37 10366.54 10386.18 120703 
2019/08/08 10383.62 10500.77 10383.62 10494.49 123344 
2019/08/12 10491.79 10514.05 10441.35 10472.36 123865 
2019/08/13 10436.62 10436.62 10361.89 10362.66 118051 
2019/08/14 10444.5 10518.02 10427.73 10427.73 144380 
2019/08/15 10374.75 10374.75 10287.76 10327.13 121964 
2019/08/16 10345.42 10456.32 10318.37 10420.89 119171 
2019/08/19 10449.39 10516.05 10449.39 10488.75 119408 
2019/08/20 10508.42 10538.12 10497.13 10522.5 120257 
2019/08/21 10526.87 10545.25 10504.49 10525.8 109150 
2019/08/22 10560.01 10596.41 10515.72 10529.78 121596 
2019/08/23 10526.15 10541.73 10503.07 10538.11 108520 
2019/08/26 10453.4 10453.4 10340.15 10354.57 115551 
2019/08/27 10386.21 10431.78 10368.96 10387.23 121110 
2019/08/28 10397.6 10456.3 10397.6 10434.29 100681 
2019/08/29 10440.15 10466.99 10406.49 10462.43 102955 
2019/08/30 10504.28 10618.05 10504.28 10618.05 147467 
2019/09/02 10613.19 10634.85 10589.42 10634.85 105114 
2019/09/03 10629.22 10650.15 10557.03 10558.21 104904 
2019/09/04 10566.32 10670.43 10566.32 10657.31 105392 
2019/09/05 10718.4 10766.6 10714.27 10756.93 154068 
2019/09/06 10783.46 10803.07 10753.45 10780.64 130591 
2019/09/09 10808.68 10829.44 10778.15 10801.14 116283 
2019/09/10 10791.95 10810.03 10732.78 10753.58 120076 
2019/09/11 10787.65 10815.59 10746.87 10790.35 119512 
2019/09/12 10830.25 10862.68 10804.02 10827.55 116857 
2019/09/16 10822.69 10898.13 10822.69 10898.13 116864 
2019/09/17 10908.85 10912.23 10866.43 10874.5 114790 
2019/09/18 10887.42 10971.54 10878.34 10929.45 128752 
2019/09/19 10947.62 10954.18 10874.66 10894.7 112912 
2019/09/20 10908.1 10931.76 10903.45 10929.69 144886 
2019/09/23 10924.81 10948.19 10905.92 10919.02 105933 
2019/09/24 10917.44 10947.53 10886.62 10918.01 108998 
2019/09/25 10885.67 10885.67 10825.85 10873.69 104617 
2019/09/26 10909.57 10934.91 10856.96 10871.99 113662 
2019/09/27 10904 10921.17 10827.61 10829.68 123502 
2019/10/01 10855.6 10967.65 10855.6 10967.65 147475 
2019/10/02 10945.92 10965.2 10927.39 10947.88 115669 
2019/10/03 10866.5 10888.4 10809.28 10875.91 119910 
2019/10/04 10907.69 10941.49 10854.12 10894.48 122526 
2019/10/07 10932.24 10954.45 10919.43 10935.06 113910 
2019/10/08 10986.01 11020.51 10986.01 11017.31 128837 
2019/10/09 10976.93 10989.39 10889.96 10889.96 129440 
2019/10/14 11004.74 11085.49 11004.74 11066.95 159097 
2019/10/15 11103.5 11126.45 11091.29 11111.8 131174 
2019/10/16 11166.17 11180.11 11113.18 11162.83 146453 
2019/10/17 11156.14 11186.88 11131.45 11186.88 122045 
2019/10/18 11190.21 11237.38 11154.86 11180.22 145301 
2019/10/21 11166.24 11188.13 11147.86 11184.15 102075 
2019/10/22 11221.19 11271.25 11218.25 11271.25 126332 
2019/10/23 11266.18 11281.12 11209.1 11239.67 139702 
2019/10/24 11266.84 11320.14 11254.59 11320.14 141289 
2019/10/25 11336.64 11347.18 11281.37 11296.12 129163 
2019/10/28 11321.99 11341.03 11295.44 11315.02 112868 
2019/10/29 11347.39 11373.95 11292.83 11333.87 145667 
2019/10/30 11336.97 11380.28 11306.95 11380.28 123424 
2019/10/31 11393.68 11428.42 11358.71 11358.71 153328 
2019/11/01 11373.7 11399.53 11335.51 11399.53 133643 
2019/11/04 11451.72 11559.07 11451.72 11556.85 156992 
2019/11/05 11576.18 11644.03 11576.18 11644.03 153176 
2019/11/06 11645.08 11668.2 11601.7 11653.07 159723 
2019/11/07 11642.91 11647.47 11552.08 11606.56 140058 
2019/11/08 11620.89 11642.41 11561.31 11579.54 134799 
2019/11/11 11570.33 11570.33 11409.83 11427.28 149610 
2019/11/12 11463.33 11520.37 11459.68 11520.37 118508 
2019/11/13 11483.24 11509.37 11439.09 11467.83 115131 
2019/11/14 11488.74 11498.25 11424.77 11450.42 131434 
2019/11/15 11485.46 11552.25 11485.46 11525.6 130621 
2019/11/18 11543.8 11599.78 11532.97 11599.78 108810 
2019/11/19 11608.48 11656.4 11576.79 11656.4 121554 
2019/11/20 11645.73 11649.07 11591.73 11631.2 116664 
2019/11/21 11573.84 11573.84 11478.43 11558.27 120161 
2019/11/22 11556.75 11577.02 11534.15 11566.8 107527 
2019/11/25 11590.81 11604.75 11559.33 11561.58 112551 
2019/11/26 11608.37 11642.96 11576.82 11576.82 200125 
2019/11/27 11590.81 11651.73 11590.81 11647.46 109204 
2019/11/28 11641.7 11654.06 11604.68 11617.08 105189 
2019/11/29 11616.88 11623.59 11485.16 11489.57 119872 
2019/12/02 11509.94 11524.85 11454.38 11502.83 113583 
2019/12/03 11473.32 11531.58 11460.06 11531.58 107640 
2019/12/04 11511.82 11513.83 11457.43 11510.47 104426 
2019/12/05 11546.75 11604.39 11546.75 11594.65 121986 
2019/12/06 11639.8 11657.65 11577.83 11609.64 109997 
2019/12/09 11635.47 11678.36 11631.03 11660.77 120734 
2019/12/10 11647.78 11649.73 11607.26 11627.84 103636 
2019/12/11 11635.07 11700.77 11622.58 11700.77 124690 
2019/12/12 11766.98 11875.98 11766.98 11836.42 151218 
2019/12/13 11937.9 11990.78 11913.02 11927.73 170756 
2019/12/16 11915.61 11975.73 11915.61 11939.77 135943 
2019/12/17 11939.62 12097.01 11939.62 12097.01 155227 
2019/12/18 12061.1 12125.9 12059.92 12122.45 147818 
2019/12/19 12082.98 12111.77 12008.16 12018.9 136637 
2019/12/20 12001.56 12028.22 11937.45 11959.08 169305 
2019/12/23 11969.14 12022.23 11960.21 12022.23 111986 
2019/12/24 12023.79 12027.6 11976.38 11976.38 103546 
2019/12/25 11978.94 12032.37 11973.95 12008.13 90945 
2019/12/26 12018.38 12030.66 11982.64 12001.01 100508 
2019/12/27 12032.72 12093.02 12032.72 12091.59 108769 
2019/12/30 12094.81 12114.89 12046.22 12053.37 124758 
2019/12/31 12019.19 12047.75 11997.14 11997.14 117766 
2020/01/02 12026.5 12110.74 12026.23 12100.48 141368 
2020/01/03 12167.44 12197.64 12023.6 12110.43 193278 
2020/01/06 12035.71 12040.08 11953.36 11953.36 143584 
2020/01/07 11961.97 11986.03 11822.4 11880.32 165159 
2020/01/08 11818.76 11899.67 11777.45 11817.1 149986 
2020/01/09 11889.46 11992.55 11889.46 11970.63 132648 
2020/01/10 12009.27 12038.21 11959.06 12024.65 127775 
2020/01/13 12069.61 12113.42 12037.24 12113.42 142696 
2020/01/14 12161.73 12186.62 12140.27 12179.81 153345 
2020/01/15 12169.92 12169.92 12048.01 12091.88 148975 
2020/01/16 12006.08 12075.54 12006.08 12066.93 139039 
2020/01/17 12080.72 12117.55 12055.91 12090.29 131601 
2020/01/20 12107.56 12151.42 12101.55 12118.71 113749 
2020/01/30 11933.23 11933.23 11418.22 11421.74 275836 
2020/01/31 11494.03 11594.21 11436.95 11495.1 175741 
2020/02/03 11365.9 11365.9 11138.03 11354.92 180461 
2020/02/04 11399.46 11581.36 11393.03 11555.92 160028 
2020/02/05 11601.55 11620.42 11512.71 11573.62 157307 
2020/02/06 11605.11 11749.68 11605.11 11749.68 143454 
2020/02/07 11712.71 11712.71 11592.09 11612.81 128971 
2020/02/10 11514.72 11598.03 11423.34 11574.07 131092 
2020/02/11 11614.25 11678.58 11614.25 11664.04 121019 
2020/02/12 11693.4 11801.52 11693.4 11774.19 149460 
2020/02/13 11813.5 11854.98 11784.94 11791.78 139813 
2020/02/14 11806.52 11840.79 11788.87 11815.7 112032 
2020/02/17 11770.3 11775.56 11724.82 11763.51 112416 
2020/02/18 11700.91 11717.1 11642.95 11648.98 139223 
2020/02/19 11655.37 11783.43 11654.79 11758.84 137194 
2020/02/20 11785.78 11827.83 11714.15 11725.09 132716 
2020/02/21 11721.16 11755.17 11661.63 11686.35 123891 
2020/02/24 11615.28 11615.28 11512.08 11534.87 138567 
2020/02/25 11506.74 11567.09 11415.47 11540.23 154158 
2020/02/26 11468.6 11494.22 11408.06 11433.62 176058 
2020/02/27 11436.96 11470.23 11274.52 11292.17 201789 
2020/03/02 11184.66 11278.97 11049.85 11170.46 199990 
2020/03/03 11279.86 11390.24 11279.86 11327.72 161958 
2020/03/04 11368.25 11392.35 11297.81 11392.35 137862 
2020/03/05 11454.65 11525.32 11454.65 11514.82 144196 
2020/03/06 11471.36 11471.36 11310.32 11321.81 149427 
2020/03/09 11221.76 11221.76 10977.64 10977.64 231705 
2020/03/10 10907.62 11032.47 10830.22 11003.54 205450 
2020/03/11 11022.82 11088.23 10885.91 10893.75 175082 
2020/03/12 10845.39 10845.39 10359.67 10422.32 270564 
2020/03/13 10091.03 10171.2 9636.15 10128.87 302825 
2020/03/16 10069.42 10130.8 9717.77 9717.77 209970 
2020/03/17 9538.64 9677.07 9371.35 9439.63 236620 
2020/03/18 9453.98 9509.61 9218.67 9218.67 210418 
2020/03/19 9085.28 9085.28 8523.63 8681.34 270277 
2020/03/20 8816.86 9264.42 8816.86 9234.09 234734 
2020/03/23 9025.55 9029.52 8750.14 8890.03 147285 
2020/03/24 9083.78 9415.64 9083.78 9285.62 153699 
2020/03/25 9426.43 9722.37 9426.43 9644.75 183399 
2020/03/26 9667.14 9739.73 9565.02 9736.36 153201 
2020/03/27 9807.9 9954.86 9691.14 9698.92 180596 
2020/03/30 9571.22 9655.7 9415.52 9629.43 126494 
2020/03/31 9689.62 9789.81 9630.3 9708.06 144169 
2020/04/01 9726.2 9736 9663.63 9663.63 117956 
2020/04/06 9707.75 9818.74 9651.52 9818.74 150191 
2020/04/07 9928.16 10039.15 9928.16 9996.39 171645 
2020/04/08 10010.64 10149.76 9984.66 10137.47 169341 
2020/04/09 10173.26 10246.84 10092.36 10119.43 163577 
2020/04/10 10105.43 10165.12 10103.77 10157.61 121650 
2020/04/13 10147.56 10179.4 10080.65 10099.22 118685 
2020/04/14 10130.65 10344.13 10130.65 10332.94 156893 
2020/04/15 10366.77 10461.84 10366.77 10447.21 191739 
2020/04/16 10385.78 10425.29 10317.13 10375.48 156118 
2020/04/17 10554.55 10710.15 10552.58 10597.04 231468 
2020/04/20 10612.45 10637.64 10542.96 10586.71 134091 
2020/04/21 10544.8 10544.8 10278.95 10288.42 183823 
2020/04/22 10256.11 10310.85 10140.09 10307.74 152138 
2020/04/23 10370.13 10462.7 10294.88 10366.51 155119 
2020/04/24 10367.97 10386.93 10324.2 10347.36 125655 
2020/04/27 10407.49 10578.96 10407.49 10567.27 177149 
2020/04/28 10580.25 10620.52 10537.71 10616.06 182396 
2020/04/29 10656.4 10794.83 10656.4 10772.22 192691 
2020/04/30 10826.26 11012.78 10826.26 10992.14 229698 
2020/05/04 10781.51 10781.51 10658.5 10720.48 190042 
2020/05/05 10756.95 10833.53 10735.01 10774.61 178394 
2020/05/06 10771.09 10828.73 10708.1 10774.98 181176 
2020/05/07 10778.53 10890.87 10775.16 10842.92 166959 
2020/05/08 10883.22 10970.7 10883.22 10901.42 186189 
